BCN,Article,Size,Brand,Colour,MRP,SalesPrice,TotalQty,ItemCode,ItemName
816655,2011,PEACH,KURTI DIVIDER,GEORGET,3900.0,3700.0,1.0,1282,HEAVY DRESS LADIES
81666,3852,3XL,HAKUCHO,PLAIN,790.0,690.0,1.0,1266,CAPRI GENTS COTTON
816662,2013,PEACH,KURTI PLAZO,NET,2300.0,2100.0,1.0,1282,HEAVY DRESS LADIES
816669,2002,FREE,VAYOLETTE,PLAIN,500.0,400.0,1.0,1334,SHIRT LADIES
816671,2002,FREE,VAYOLETTE,PLAIN,500.0,400.0,1.0,1334,SHIRT LADIES
816680,823,2XL,VARUSHI,PEACOCK,2950.0,2750.0,1.0,1657,KURTI PLAZO
81669,3863,XL,HAKUCHO,PLAIN,650.0,550.0,1.0,1266,CAPRI GENTS COTTON
816699,5538,2XL,ZARDOSI,PINK,1950.0,1750.0,1.0,1657,KURTI PLAZO
816704,4855,2XL,SDP,WHITE,2550.0,2350.0,1.0,1657,KURTI PLAZO
816705,4855,2XL,SDP,WHITE,2550.0,2350.0,1.0,1657,KURTI PLAZO
816706,4855,2XL,SDP,WHITE,2550.0,2350.0,1.0,1657,KURTI PLAZO
816707,4855,2XL,SDP,WHITE,2550.0,2350.0,1.0,1657,KURTI PLAZO
81671,3863,XL,HAKUCHO,PLAIN,650.0,550.0,1.0,1266,CAPRI GENTS COTTON
816712,4201,XL,MAYURI,RANI,3250.0,3050.0,1.0,1657,KURTI PLAZO
816714,4201,XL,MAYURI,YELLOW,3250.0,3050.0,1.0,1657,KURTI PLAZO
816715,688,XL,VARUSHI,OFF WHITE,3250.0,3050.0,1.0,1657,KURTI PLAZO
816716,688,XL,VARUSHI,OFF WHITE,3250.0,3050.0,1.0,1657,KURTI PLAZO
816717,688,2XL,VARUSHI,OFF WHITE,3250.0,3050.0,1.0,1657,KURTI PLAZO
816718,688,2XL,VARUSHI,OFF WHITE,3250.0,3050.0,1.0,1657,KURTI PLAZO
81673,3863,XL,HAKUCHO,PLAIN,650.0,550.0,1.0,1266,CAPRI GENTS COTTON
816730,1036,2XL,PC,GREEN,1500.0,1300.0,1.0,1298,KURTI SET
816731,1036,2XL,PC,SAND,1500.0,1300.0,1.0,1298,KURTI SET
816732,1036,2XL,PC,PEACH,1500.0,1300.0,1.0,1298,KURTI SET
816733,1036,2XL,PC,OFF WHITE,1500.0,1300.0,1.0,1298,KURTI SET
816735,1992,L,AM,DARK GREY,1500.0,1300.0,1.0,1298,KURTI SET
816737,1992,2XL,AM,DARK GREY,1500.0,1300.0,1.0,1298,KURTI SET
816741,1009,2XL,AM,PISTA,2250.0,2050.0,1.0,1298,KURTI SET
816745,1009,2XL,AM,PISTA,2250.0,2050.0,1.0,1298,KURTI SET
816746,1010,M,HRK,OFF WHITE,2850.0,2650.0,1.0,1298,KURTI SET
816747,1010,L,HRK,OFF WHITE,2850.0,2650.0,1.0,1298,KURTI SET
816748,1010,XL,HRK,OFF WHITE,2850.0,2650.0,1.0,1298,KURTI SET
816749,1010,2XL,HRK,OFF WHITE,2850.0,2650.0,1.0,1298,KURTI SET
81675,3863,L,HAKUCHO,PLAIN,650.0,550.0,1.0,1266,CAPRI GENTS COTTON
816750,1010,3XL,HRK,OFF WHITE,2850.0,2650.0,1.0,1298,KURTI SET
816759,1011/1,2XL,SHREE LELLA,OFF WHITE,2400.0,2200.0,1.0,1262,ANARKALI
81677,3863,L,HAKUCHO,PLAIN,650.0,550.0,1.0,1266,CAPRI GENTS COTTON
816771,1012/1,2XL,AM,ONION,1650.0,1450.0,1.0,1298,KURTI SET
816772,9593,M,ZARDOSI,ONION,1800.0,1600.0,1.0,1298,KURTI SET
816774,9593,XL,ZARDOSI,ONION,1800.0,1600.0,1.0,1298,KURTI SET
816775,9594,M,ZARDOSI,SEA GREEN,1800.0,1600.0,1.0,1298,KURTI SET
816776,9594,L,ZARDOSI,SEA GREEN,1800.0,1600.0,1.0,1298,KURTI SET
816777,9594,XL,ZARDOSI,SEA GREEN,1800.0,1600.0,1.0,1298,KURTI SET
81678,3863,L,HAKUCHO,PLAIN,650.0,550.0,1.0,1266,CAPRI GENTS COTTON
816780,5398,L,ZARDOSI,GREEN,2050.0,1850.0,1.0,1298,KURTI SET
816781,5398,XL,ZARDOSI,GREEN,2050.0,1850.0,1.0,1298,KURTI SET
816782,5398,2XL,ZARDOSI,GREEN,2050.0,1850.0,1.0,1298,KURTI SET
816783,5568,M,ZARDOSI,OFF WHITE,2200.0,2000.0,1.0,1298,KURTI SET
816785,5568,XL,ZARDOSI,OFF WHITE,2200.0,2000.0,1.0,1298,KURTI SET
816787,4580,3XL,ZARDOSI,GREEN,2050.0,1850.0,1.0,1298,KURTI SET
816789,4580,XL,ZARDOSI,GREEN,2050.0,1850.0,1.0,1298,KURTI SET
81679,3863,L,HAKUCHO,PLAIN,650.0,550.0,1.0,1266,CAPRI GENTS COTTON
816790,4580,2XL,ZARDOSI,GREEN,2050.0,1850.0,1.0,1298,KURTI SET
816791,4580,3XL,ZARDOSI,ONION,2050.0,1850.0,1.0,1298,KURTI SET
816793,4580,XL,ZARDOSI,ONION,2050.0,1850.0,1.0,1298,KURTI SET
816794,4580,2XL,ZARDOSI,ONION,2050.0,1850.0,1.0,1298,KURTI SET
816795,1430,FREE,AM,BLACK,1850.0,1650.0,1.0,1657,KURTI PLAZO
816797,1430,FREE,AM,WINE,1850.0,1650.0,1.0,1657,KURTI PLAZO
81680,3863,2XL,HAKUCHO,PLAIN,660.0,560.0,1.0,1266,CAPRI GENTS COTTON
816802,3001,L,SA,PURPLE,1800.0,1600.0,1.0,1262,ANARKALI
816803,3001,XL,SA,PURPLE,1800.0,1600.0,1.0,1262,ANARKALI
816804,3001,2XL,SA,PURPLE,1800.0,1600.0,1.0,1262,ANARKALI
816808,3002,2XL,RR,PISTA,1150.0,950.0,1.0,1262,ANARKALI
816816,3004,2XL,RR,OFF WHITE,1500.0,1300.0,1.0,1262,ANARKALI
816817,3005,M,RR,BOTTLE GREEN,1150.0,950.0,1.0,1262,ANARKALI
816818,3005,L,RR,BOTTLE GREEN,1150.0,950.0,1.0,1262,ANARKALI
816820,3005,2XL,RR,BOTTLE GREEN,1150.0,950.0,1.0,1262,ANARKALI
816821,408,M,TANISHA,OFF WHITE,1850.0,1650.0,1.0,1298,KURTI SET
816823,408,XL,TANISHA,OFF WHITE,1850.0,1650.0,1.0,1298,KURTI SET
816825,4002,L,AMB,PINK,2100.0,1900.0,1.0,1298,KURTI SET
816827,4002,2XL,AMB,PINK,2100.0,1900.0,1.0,1298,KURTI SET
81683,3863,2XL,HAKUCHO,PLAIN,660.0,560.0,1.0,1266,CAPRI GENTS COTTON
816830,4003,2XL,AMB,OFF WHITE,2700.0,2500.0,1.0,1298,KURTI SET
816831,4003,3XL,AMB,OFF WHITE,2700.0,2500.0,1.0,1298,KURTI SET
816834,1007,FREE,SAIYARA,PEACH,2700.0,2500.0,1.0,1657,KURTI PLAZO
816843,1005,L,BARKAT,GREEN,1500.0,1300.0,1.0,1298,KURTI SET
816844,1005,XL,BARKAT,GREEN,1500.0,1300.0,1.0,1298,KURTI SET
816845,1005,2XL,BARKAT,GREEN,1500.0,1300.0,1.0,1298,KURTI SET
816851,1007,L,LA VIAANA,PINK,2300.0,2100.0,1.0,1298,KURTI SET
816852,1007,XL,LA VIAANA,PINK,2300.0,2100.0,1.0,1298,KURTI SET
816853,1007,2XL,LA VIAANA,PINK,2300.0,2100.0,1.0,1298,KURTI SET
81686,3863,3XL,HAKUCHO,PLAIN,660.0,560.0,1.0,1266,CAPRI GENTS COTTON
816868,2002,XL,HM,SEA GREEN,1600.0,1400.0,1.0,1298,KURTI SET
816869,2002,2XL,HM,SEA GREEN,1600.0,1400.0,1.0,1298,KURTI SET
81687,3863,3XL,HAKUCHO,PLAIN,660.0,560.0,1.0,1266,CAPRI GENTS COTTON
81689,3863,3XL,HAKUCHO,PLAIN,660.0,560.0,1.0,1266,CAPRI GENTS COTTON
816891,2004/1,L,HM,WINE,1400.0,1200.0,1.0,1298,KURTI SET
816893,2004/1,2XL,HM,WINE,1400.0,1200.0,1.0,1298,KURTI SET
816895,2004/2,L,HM,PURPLE,1400.0,1200.0,1.0,1298,KURTI SET
816896,2004/2,XL,HM,PURPLE,1400.0,1200.0,1.0,1298,KURTI SET
816897,2004/2,2XL,HM,PURPLE,1400.0,1200.0,1.0,1298,KURTI SET
816899,2004/2,L,HM,MEHANDI,1400.0,1200.0,1.0,1298,KURTI SET
81690,3863,3XL,HAKUCHO,PLAIN,660.0,560.0,1.0,1266,CAPRI GENTS COTTON
816901,2004/2,2XL,HM,MEHANDI,1400.0,1200.0,1.0,1298,KURTI SET
816904,2004/3,XL,HM,MEHAROON,1400.0,1200.0,1.0,1298,KURTI SET
816905,2004/3,2XL,HM,MEHAROON,1400.0,1200.0,1.0,1298,KURTI SET
816908,2004/3,XL,HM,SEA GREEN,1400.0,1200.0,1.0,1298,KURTI SET
816909,2004/3,2XL,HM,SEA GREEN,1400.0,1200.0,1.0,1298,KURTI SET
81691,3863,3XL,HAKUCHO,PLAIN,660.0,560.0,1.0,1266,CAPRI GENTS COTTON
816911,2005,L,HM,LAVENDER,1350.0,1150.0,1.0,1298,KURTI SET
816912,2005,XL,HM,LAVENDER,1350.0,1150.0,1.0,1298,KURTI SET
816913,2005,2XL,HM,LAVENDER,1350.0,1150.0,1.0,1298,KURTI SET
816915,2005,L,HM,GREEN,1350.0,1150.0,1.0,1298,KURTI SET
816916,2005,XL,HM,GREEN,1350.0,1150.0,1.0,1298,KURTI SET
816917,2005,2XL,HM,GREEN,1350.0,1150.0,1.0,1298,KURTI SET
816919,2006,L,HM,CREAM,1550.0,1350.0,1.0,1298,KURTI SET
81692,787,M,SHEER,PLAIN,820.0,720.0,1.0,1671,CORD SET GENTS
816920,2006,XL,HM,CREAM,1550.0,1350.0,1.0,1298,KURTI SET
816921,2006,2XL,HM,CREAM,1550.0,1350.0,1.0,1298,KURTI SET
816922,2007,L,HM,PEACOCK,2000.0,1800.0,1.0,1262,ANARKALI
816923,2007,XL,HM,PEACOCK,2000.0,1800.0,1.0,1262,ANARKALI
816924,2007,2XL,HM,PEACOCK,2000.0,1800.0,1.0,1262,ANARKALI
81693,787,M,SHEER,PLAIN,820.0,720.0,1.0,1671,CORD SET GENTS
816936,3005,GREEN,LEHANGA,NET,9200.0,9000.0,1.0,1282,HEAVY DRESS LADIES
816944,4002,GREY,GOWN,NET,2200.0,2000.0,1.0,1282,HEAVY DRESS LADIES
816949,4003,PINK,LEHANGA,NET,4300.0,4100.0,1.0,1282,HEAVY DRESS LADIES
81696,787,M,SHEER,PLAIN,820.0,720.0,1.0,1671,CORD SET GENTS
81697,787,M,SHEER,PLAIN,820.0,720.0,1.0,1671,CORD SET GENTS
81698,787,M,SHEER,PLAIN,820.0,720.0,1.0,1671,CORD SET GENTS
816984,220/13,S,PARIS,FORMAL,899.0,810.0,1.0,1332,SHIRT GENTS PARIS
816987,220/13,XL,PARIS,FORMAL,899.0,810.0,1.0,1332,SHIRT GENTS PARIS
816988,220/1,S,PARIS,FORMAL,899.0,810.0,1.0,1332,SHIRT GENTS PARIS
81699,787,M,SHEER,PLAIN,820.0,720.0,1.0,1671,CORD SET GENTS
816998,220/11,L,PARIS,FORMAL,899.0,810.0,1.0,1332,SHIRT GENTS PARIS
816999,220/11,XL,PARIS,FORMAL,899.0,810.0,1.0,1332,SHIRT GENTS PARIS
81700,787,M,SHEER,PLAIN,820.0,720.0,1.0,1671,CORD SET GENTS
817000,220/3,S,PARIS,FORMAL,899.0,810.0,1.0,1332,SHIRT GENTS PARIS
817004,220/6,S,PARIS,FORMAL,899.0,810.0,1.0,1332,SHIRT GENTS PARIS
817008,157/1,S,PARIS,FORMAL,899.0,810.0,1.0,1332,SHIRT GENTS PARIS
817009,157/1,M,PARIS,FORMAL,899.0,810.0,1.0,1332,SHIRT GENTS PARIS
81701,787,M,SHEER,PLAIN,820.0,720.0,1.0,1671,CORD SET GENTS
817014,5115,M,NAVYA,BROWN,2300.0,2100.0,1.0,1262,ANARKALI
817015,5115,L,NAVYA,BROWN,2300.0,2100.0,1.0,1262,ANARKALI
817018,5115,3XL,NAVYA,BROWN,2300.0,2100.0,1.0,1262,ANARKALI
81702,787,M,SHEER,PLAIN,820.0,720.0,1.0,1671,CORD SET GENTS
817022,5115,2XL,NAVYA,CREAM,2300.0,2100.0,1.0,1262,ANARKALI
817023,5115,3XL,NAVYA,CREAM,2300.0,2100.0,1.0,1262,ANARKALI
817029,1191,M,NAVYA,PEACOCK,2100.0,1900.0,1.0,1298,KURTI SET
81703,787,M,SHEER,PLAIN,820.0,720.0,1.0,1671,CORD SET GENTS
817030,1191,M,NAVYA,PEACOCK,2100.0,1900.0,1.0,1298,KURTI SET
817031,1191,L,NAVYA,PEACOCK,2100.0,1900.0,1.0,1298,KURTI SET
817033,1191,M,NAVYA,GREEN,2100.0,1900.0,1.0,1298,KURTI SET
817034,1191,XL,NAVYA,GREEN,2100.0,1900.0,1.0,1298,KURTI SET
817036,4,M,MANAS,PEACOCK,1950.0,1750.0,1.0,1298,KURTI SET
817038,4,XL,MANAS,PEACOCK,1950.0,1750.0,1.0,1298,KURTI SET
817039,4,2XL,MANAS,PEACOCK,1950.0,1750.0,1.0,1298,KURTI SET
81704,787,M,SHEER,PLAIN,820.0,720.0,1.0,1671,CORD SET GENTS
817048,149,2XL,D&J,ONION,2400.0,2200.0,1.0,1655,CORD SET LADIES
817063,V10,M,VETICAN,GREEN,1500.0,1300.0,1.0,1298,KURTI SET
817064,V10,L,VETICAN,GREEN,1500.0,1300.0,1.0,1298,KURTI SET
817065,V10,XL,VETICAN,GREEN,1500.0,1300.0,1.0,1298,KURTI SET
817066,V10,2XL,VETICAN,GREEN,1500.0,1300.0,1.0,1298,KURTI SET
817067,V10,3XL,VETICAN,GREEN,1500.0,1300.0,1.0,1298,KURTI SET
81707,787,M,SHEER,PLAIN,820.0,720.0,1.0,1671,CORD SET GENTS
817070,V10,XL,VETICAN,PEACOCK,1500.0,1300.0,1.0,1298,KURTI SET
817071,V10,2XL,VETICAN,PEACOCK,1500.0,1300.0,1.0,1298,KURTI SET
817072,V10,3XL,VETICAN,PEACOCK,1500.0,1300.0,1.0,1298,KURTI SET
817074,V10,L,VETICAN,MEHAROON,1500.0,1300.0,1.0,1298,KURTI SET
817076,V10,2XL,VETICAN,MEHAROON,1500.0,1300.0,1.0,1298,KURTI SET
817077,11,M,PASHMINA,GREEN,1600.0,1400.0,1.0,1298,KURTI SET
817078,11,M,PASHMINA,GREEN,1600.0,1400.0,1.0,1298,KURTI SET
817079,11,L,PASHMINA,GREEN,1600.0,1400.0,1.0,1298,KURTI SET
81708,787,M,SHEER,PLAIN,820.0,720.0,1.0,1671,CORD SET GENTS
817080,11,XL,PASHMINA,GREEN,1600.0,1400.0,1.0,1298,KURTI SET
817086,7474,L,KS,GREEN,1650.0,1450.0,1.0,1298,KURTI SET
817087,7474,XL,KS,GREEN,1650.0,1450.0,1.0,1298,KURTI SET
81709,787,L,SHEER,PLAIN,820.0,720.0,1.0,1671,CORD SET GENTS
817092,1010,XL,SARIKA,COFFEE,1750.0,1550.0,1.0,1298,KURTI SET
817093,1010,2XL,SARIKA,COFFEE,1750.0,1550.0,1.0,1298,KURTI SET
817094,1010,3XL,SARIKA,RUST,1750.0,1550.0,1.0,1298,KURTI SET
817097,1010,XL,SARIKA,RUST,1750.0,1550.0,1.0,1298,KURTI SET
817098,1010,2XL,SARIKA,RUST,1750.0,1550.0,1.0,1298,KURTI SET
817099,104,M,RADHE,OFF WHITE,1950.0,1750.0,1.0,1262,ANARKALI
81710,787,L,SHEER,PLAIN,820.0,720.0,1.0,1671,CORD SET GENTS
817100,104,2XL,RADHE,OFF WHITE,1950.0,1750.0,1.0,1262,ANARKALI
817101,104,XL,RADHE,OFF WHITE,1950.0,1750.0,1.0,1262,ANARKALI
817102,104,2XL,RADHE,OFF WHITE,1950.0,1750.0,1.0,1262,ANARKALI
817106,105,2XL,RADHE,WHITE,2100.0,1900.0,1.0,1262,ANARKALI
817107,3338,30,SOCIAL,CAPUCHINO,1700.0,1360.0,1.0,1713,FORMAL GENTS BOOTCUT
817108,3338,32,SOCIAL,CAPUCHINO,1700.0,1360.0,1.0,1713,FORMAL GENTS BOOTCUT
817113,3338,32,SOCIAL,FOREST,1700.0,1360.0,1.0,1713,FORMAL GENTS BOOTCUT
817114,3338,34,SOCIAL,FOREST,1700.0,1360.0,1.0,1713,FORMAL GENTS BOOTCUT
817115,3338,36,SOCIAL,FOREST,1700.0,1360.0,1.0,1713,FORMAL GENTS BOOTCUT
817116,3338,28,SOCIAL,BLACK,1700.0,1360.0,1.0,1713,FORMAL GENTS BOOTCUT
81712,787,L,SHEER,PLAIN,820.0,720.0,1.0,1671,CORD SET GENTS
817124,3336,38,SOCIAL,BLACK,1750.0,1400.0,1.0,1713,FORMAL GENTS BOOTCUT
817125,3338,30,SOCIAL,L PISTA,1700.0,1360.0,1.0,1713,FORMAL GENTS BOOTCUT
817126,3338,32,SOCIAL,L PISTA,1700.0,1360.0,1.0,1713,FORMAL GENTS BOOTCUT
817128,3338,36,SOCIAL,L PISTA,1700.0,1360.0,1.0,1713,FORMAL GENTS BOOTCUT
817133,3338,30,SOCIAL,L WINE,1700.0,1360.0,1.0,1713,FORMAL GENTS BOOTCUT
817134,3338,32,SOCIAL,L WINE,1700.0,1360.0,1.0,1713,FORMAL GENTS BOOTCUT
817138,3338,32,SOCIAL,L COFFY,1700.0,1360.0,1.0,1713,FORMAL GENTS BOOTCUT
817139,3338,34,SOCIAL,L COFFY,1700.0,1360.0,1.0,1713,FORMAL GENTS BOOTCUT
81714,787,L,SHEER,PLAIN,820.0,720.0,1.0,1671,CORD SET GENTS
817141,3338,30,SOCIAL,L OLIVE,1700.0,1360.0,1.0,1713,FORMAL GENTS BOOTCUT
817143,3338,34,SOCIAL,L OLIVE,1700.0,1360.0,1.0,1713,FORMAL GENTS BOOTCUT
817144,3338,36,SOCIAL,L OLIVE,1700.0,1360.0,1.0,1713,FORMAL GENTS BOOTCUT
817149,3321,30,SOCIAL,2 GREY,1300.0,1040.0,1.0,1278,FORMAL GENTS
817152,3321,36,SOCIAL,2 GREY,1300.0,1040.0,1.0,1278,FORMAL GENTS
817153,3242,30,SOCIAL,3 BLACK,1250.0,1000.0,1.0,1278,FORMAL GENTS
817154,3242,32,SOCIAL,3 BLACK,1250.0,1000.0,1.0,1278,FORMAL GENTS
817155,3242,34,SOCIAL,3 BLACK,1250.0,1000.0,1.0,1278,FORMAL GENTS
817156,3242,36,SOCIAL,3 BLACK,1250.0,1000.0,1.0,1278,FORMAL GENTS
817157,3313,30,SOCIAL,10 BLACK,1250.0,1000.0,1.0,1278,FORMAL GENTS
817158,3313,32,SOCIAL,10 BLACK,1250.0,1000.0,1.0,1278,FORMAL GENTS
817160,3313,36,SOCIAL,10 BLACK,1250.0,1000.0,1.0,1278,FORMAL GENTS
817162,3321,32,SOCIAL,3 ASH,1300.0,1040.0,1.0,1278,FORMAL GENTS
817164,3321,36,SOCIAL,3 ASH,1300.0,1040.0,1.0,1278,FORMAL GENTS
81717,787,L,SHEER,PLAIN,820.0,720.0,1.0,1671,CORD SET GENTS
817170,3313,34,SOCIAL,10 BLACK,1250.0,1000.0,1.0,1278,FORMAL GENTS
817171,3313,36,SOCIAL,10 BLACK,1250.0,1000.0,1.0,1278,FORMAL GENTS
817172,3313,38,SOCIAL,10 BLACK,1250.0,1000.0,1.0,1278,FORMAL GENTS
817173,3321,30,SOCIAL,L OLIVE,1300.0,1040.0,1.0,1278,FORMAL GENTS
817177,3321,30,SOCIAL,FOREST,1300.0,1040.0,1.0,1278,FORMAL GENTS
817178,3321,32,SOCIAL,FOREST,1300.0,1040.0,1.0,1278,FORMAL GENTS
817179,3321,34,SOCIAL,FOREST,1300.0,1040.0,1.0,1278,FORMAL GENTS
81718,787,L,SHEER,PLAIN,820.0,720.0,1.0,1671,CORD SET GENTS
817180,3321,36,SOCIAL,FOREST,1300.0,1040.0,1.0,1278,FORMAL GENTS
817181,3342,30,SOCIAL,COFFEE,1250.0,1000.0,1.0,1278,FORMAL GENTS
817184,3342,36,SOCIAL,COFFEE,1250.0,1000.0,1.0,1278,FORMAL GENTS
817185,3313,30,SOCIAL,FOREST,1250.0,1000.0,1.0,1278,FORMAL GENTS
817187,3313,34,SOCIAL,FOREST,1250.0,1000.0,2.0,1278,FORMAL GENTS
817188,3313,36,SOCIAL,FOREST,1250.0,1000.0,1.0,1278,FORMAL GENTS
81719,787,L,SHEER,PLAIN,820.0,720.0,1.0,1671,CORD SET GENTS
817192,3342,36,SOCIAL,BLACK,1250.0,1000.0,1.0,1278,FORMAL GENTS
817193,3321,30,SOCIAL,5 OLIVE,1300.0,1040.0,1.0,1278,FORMAL GENTS
817196,3321,36,SOCIAL,5 OLIVE,1300.0,1040.0,1.0,1278,FORMAL GENTS
817197,3321,38,SOCIAL,5 OLIVE,1300.0,1040.0,1.0,1278,FORMAL GENTS
817198,3313,30,SOCIAL,COFFEE,1250.0,1000.0,1.0,1278,FORMAL GENTS
817199,3313,32,SOCIAL,COFFEE,1250.0,1000.0,1.0,1278,FORMAL GENTS
817201,3313,36,SOCIAL,COFFEE,1250.0,1000.0,1.0,1278,FORMAL GENTS
817202,3342,30,SOCIAL,FOREST,1250.0,1000.0,1.0,1278,FORMAL GENTS
817205,3342,36,SOCIAL,FOREST,1250.0,1000.0,1.0,1278,FORMAL GENTS
817206,3321,30,SOCIAL,BLACK,1300.0,1040.0,1.0,1278,FORMAL GENTS
817209,3321,36,SOCIAL,BLACK,1300.0,1040.0,1.0,1278,FORMAL GENTS
81721,787,L,SHEER,PLAIN,820.0,720.0,1.0,1671,CORD SET GENTS
817210,3313,30,SOCIAL,L CAMLE,1250.0,1000.0,1.0,1278,FORMAL GENTS
817211,3313,32,SOCIAL,L CAMLE,1250.0,1000.0,1.0,1278,FORMAL GENTS
817213,3313,36,SOCIAL,L CAMLE,1250.0,1000.0,1.0,1278,FORMAL GENTS
817214,3313,38,SOCIAL,L CAMLE,1250.0,1000.0,1.0,1278,FORMAL GENTS
817215,3330,30,SOCIAL,BLACK,1400.0,1120.0,1.0,1278,FORMAL GENTS
817216,3330,32,SOCIAL,BLACK,1400.0,1120.0,1.0,1278,FORMAL GENTS
817217,3330,34,SOCIAL,BLACK,1400.0,1120.0,1.0,1278,FORMAL GENTS
817219,3330,30,SOCIAL,BLACK,1400.0,1120.0,1.0,1278,FORMAL GENTS
81722,787,L,SHEER,PLAIN,820.0,720.0,1.0,1671,CORD SET GENTS
817220,3330,32,SOCIAL,BLACK,1400.0,1120.0,1.0,1278,FORMAL GENTS
817221,3330,34,SOCIAL,BLACK,1400.0,1120.0,1.0,1278,FORMAL GENTS
817226,3112,32,SOCIAL,BLACK,1250.0,1000.0,1.0,1278,FORMAL GENTS
817227,3112,32,SOCIAL,BLACK,1250.0,1000.0,1.0,1278,FORMAL GENTS
817228,3112,32,SOCIAL,BLACK,1250.0,1000.0,1.0,1278,FORMAL GENTS
817229,3112,32,SOCIAL,BLACK,1250.0,1000.0,1.0,1278,FORMAL GENTS
81723,787,L,SHEER,PLAIN,820.0,720.0,1.0,1671,CORD SET GENTS
817230,3313,30,SOCIAL,5 OLIVE,1250.0,1000.0,1.0,1278,FORMAL GENTS
817231,3313,32,SOCIAL,5 OLIVE,1250.0,1000.0,1.0,1278,FORMAL GENTS
817232,3313,34,SOCIAL,5 OLIVE,1250.0,1000.0,1.0,1278,FORMAL GENTS
817233,3313,36,SOCIAL,5 OLIVE,1250.0,1000.0,1.0,1278,FORMAL GENTS
817236,3304,32,SOCIAL,HUNTER,1250.0,1000.0,1.0,1278,FORMAL GENTS
81724,787,L,SHEER,PLAIN,820.0,720.0,1.0,1671,CORD SET GENTS
817240,3329,32,SOCIAL,STEEL,1400.0,1120.0,1.0,1278,FORMAL GENTS
817242,3297,32,SOCIAL,FOREST,1150.0,920.0,1.0,1278,FORMAL GENTS
817244,3312,32,SOCIAL,L OLIVE,1300.0,1040.0,1.0,1278,FORMAL GENTS
817246,3312,32,SOCIAL,CAMLE,1300.0,1040.0,1.0,1278,FORMAL GENTS
817247,3312,32,SOCIAL,OLIVE,1300.0,1040.0,1.0,1278,FORMAL GENTS
817248,3312,32,SOCIAL,HUNTER,1300.0,1040.0,1.0,1278,FORMAL GENTS
817250,3342,32,SOCIAL,OLIVE,1250.0,1000.0,1.0,1278,FORMAL GENTS
817252,3342,32,SOCIAL,BLACK,1250.0,1000.0,1.0,1278,FORMAL GENTS
817258,3308,32,SOCIAL,OLIVE,1250.0,1000.0,1.0,1278,FORMAL GENTS
817259,3308,32,SOCIAL,OLIVE,1250.0,1000.0,1.0,1278,FORMAL GENTS
81726,787,L,SHEER,PLAIN,820.0,720.0,1.0,1671,CORD SET GENTS
817261,3308,32,SOCIAL,FOREST,1250.0,1000.0,1.0,1278,FORMAL GENTS
817262,3308,32,SOCIAL,CAMLE,1250.0,1000.0,1.0,1278,FORMAL GENTS
817264,310,26,UNIQUE,WHITE,550.0,400.0,1.0,1326,SHIRT BOYS F/S
817268,310,34,UNIQUE,WHITE,550.0,400.0,1.0,1326,SHIRT BOYS F/S
817270,310,26,UNIQUE,GREEN,550.0,400.0,1.0,1326,SHIRT BOYS F/S
817271,310,28,UNIQUE,GREEN,550.0,400.0,1.0,1326,SHIRT BOYS F/S
817273,310,32,UNIQUE,GREEN,550.0,400.0,1.0,1326,SHIRT BOYS F/S
817276,310,26,UNIQUE,BROWN,550.0,400.0,1.0,1326,SHIRT BOYS F/S
817279,310,32,UNIQUE,BROWN,550.0,400.0,1.0,1326,SHIRT BOYS F/S
817282,311,26,UNIQUE,BROWN,550.0,400.0,1.0,1326,SHIRT BOYS F/S
817288,309,26,UNIQUE,WHITE PRINT,550.0,400.0,1.0,1326,SHIRT BOYS F/S
817289,309,28,UNIQUE,WHITE PRINT,550.0,400.0,1.0,1326,SHIRT BOYS F/S
81729,787,L,SHEER,PLAIN,820.0,720.0,1.0,1671,CORD SET GENTS
817294,309,26,UNIQUE,GERY PRINT,550.0,400.0,1.0,1326,SHIRT BOYS F/S
817295,309,28,UNIQUE,GERY PRINT,550.0,400.0,1.0,1326,SHIRT BOYS F/S
817300,309,26,UNIQUE,GERY PRINT,550.0,400.0,1.0,1326,SHIRT BOYS F/S
817302,309,30,UNIQUE,GERY PRINT,550.0,400.0,1.0,1326,SHIRT BOYS F/S
817307,313,28,UNIQUE,WHITE,625.0,450.0,1.0,1326,SHIRT BOYS F/S
817308,313,30,UNIQUE,WHITE,625.0,450.0,1.0,1326,SHIRT BOYS F/S
817312,313,26,UNIQUE,BLACK,625.0,450.0,1.0,1326,SHIRT BOYS F/S
817313,313,28,UNIQUE,BLACK,625.0,450.0,1.0,1326,SHIRT BOYS F/S
817314,313,30,UNIQUE,BLACK,625.0,450.0,1.0,1326,SHIRT BOYS F/S
817317,313,36,UNIQUE,BLACK,625.0,450.0,1.0,1326,SHIRT BOYS F/S
817318,313,26,UNIQUE,MEHAROON,625.0,450.0,1.0,1326,SHIRT BOYS F/S
817319,313,28,UNIQUE,MEHAROON,625.0,450.0,1.0,1326,SHIRT BOYS F/S
81732,787,L,SHEER,PLAIN,820.0,720.0,1.0,1671,CORD SET GENTS
817324,298,26,UNIQUE,WHITE,599.0,450.0,1.0,1326,SHIRT BOYS F/S
817330,298,26,UNIQUE,WHITE,599.0,450.0,1.0,1326,SHIRT BOYS F/S
817331,298,28,UNIQUE,WHITE,599.0,450.0,1.0,1326,SHIRT BOYS F/S
