BCN,Article,Size,Brand,Colour,MRP,SalesPrice,TotalQty,ItemCode,ItemName
,PLAIN,XL,VERITO,,154.0,140.0,14649.0,1391,BABY PAJAMI
1011,101,M,WHITE ROSE,COLOUR,160.0,110.0,10.0,1358,WHITE ROSE BCN
1012,101,XL,WHITE ROSE,COLOUR,180.0,130.0,1.0,1358,WHITE ROSE BCN
1013,101,2XL,WHITE ROSE,COLOUR,190.0,140.0,3.0,1358,WHITE ROSE BCN
1014,101B,L,WHITE ROSE,BLACK,190.0,140.0,30.0,1358,WHITE ROSE BCN
1015,101B,M,WHITE ROSE,BLACK,190.0,140.0,17.0,1358,WHITE ROSE BCN
1016,101B,XL,WHITE ROSE,BLACK,200.0,150.0,13.0,1358,WHITE ROSE BCN
1017,101B,2XL,WHITE ROSE,BLACK,200.0,150.0,18.0,1358,WHITE ROSE BCN
1018,101W,L,WHITE ROSE,WHITE,190.0,140.0,24.0,1358,WHITE ROSE BCN
1019,101W,M,WHITE ROSE,WHITE,190.0,140.0,16.0,1358,WHITE ROSE BCN
101M,101,M,WHITE ROSE,,210.0,110.0,4.0,1358,WHITE ROSE BCN
1020,101W,XL,WHITE ROSE,WHITE,200.0,150.0,13.0,1358,WHITE ROSE BCN
1164,1164,FREE,OSWAL,,150.0,100.0,1.0,1579,CAP GENTS
11830,118,30,TXXI JUNIO,,260.0,160.0,12.0,1350,TSHIRT BOYS H/S
11832,118,32,TXXI JUNIO,,270.0,170.0,10.0,1350,TSHIRT BOYS H/S
11834,118,34,TXXI JUNIO,,270.0,170.0,10.0,1350,TSHIRT BOYS H/S
1201M,CL-MT4,M,UNIBERRY,,390.0,290.0,3.0,1353,TSHIRT GENTS H/S
143,143,FREE,OSWAL,,210.0,160.0,6.0,1579,CAP GENTS
2002,2002,FREE,OSWAL,,200.0,150.0,3.0,1580,CAP KIDS
2003,2003,FREE,OSWAL,,210.0,160.0,2.0,1580,CAP KIDS
2006,2006,FREE,OSWAL,,200.0,150.0,6.0,1580,CAP KIDS
2009,2009,FREE,OSWAL,,200.0,150.0,1.0,1580,CAP KIDS
2058,2058,FREE,OSWAL,,300.0,250.0,2.0,1580,CAP KIDS
2073,2073,FREE,OSWAL,,280.0,230.0,9.0,1579,CAP GENTS
2077,2077,FREE,OSWAL,,250.0,200.0,2.0,1579,CAP GENTS
2079,2079,FREE,OSWAL,,260.0,210.0,6.0,1579,CAP GENTS
2101,2101,FREE,OSWAL,,250.0,200.0,2.0,1578,CAP LADIES
27626,MT4,L,UNIBERRY,PLAIN,400.0,300.0,3.0,1353,TSHIRT GENTS H/S
27627,MT4,XL,UNIBERRY,PLAIN,410.0,310.0,5.0,1353,TSHIRT GENTS H/S
3102,3102,FREE,OSWAL,,300.0,250.0,1.0,1575,MUFFLER GENTS
3484,3484,FREE,OSWAL,,270.0,220.0,10.0,1576,GLOVES LADIES
3628,3628,FREE,OSWAL,,270.0,220.0,1.0,1581,GLOVES GENTS
658,658,FREE,OSWAL,,250.0,200.0,1.0,1575,MUFFLER GENTS
70001,244000,L,LEUFORT,REVERSIBLE,1250.0,1150.0,1.0,1541,JACKET GENTS
70002,244000,L,LEUFORT,REVERSIBLE,1250.0,1150.0,1.0,1541,JACKET GENTS
70004,244000,XL,LEUFORT,REVERSIBLE,1250.0,1150.0,1.0,1541,JACKET GENTS
70014,249506,L,ORIGINAL,2 POCKET,1700.0,1600.0,1.0,1615,SHACKET GENTS
70015,249506,L,ORIGINAL,2 POCKET,1700.0,1600.0,1.0,1615,SHACKET GENTS
70016,249506,L,ORIGINAL,2 POCKET,1700.0,1600.0,1.0,1615,SHACKET GENTS
70018,249506,XL,ORIGINAL,2 POCKET,1700.0,1600.0,1.0,1615,SHACKET GENTS
70019,249506,XL,ORIGINAL,2 POCKET,1700.0,1600.0,1.0,1615,SHACKET GENTS
70020,249506,XL,ORIGINAL,2 POCKET,1700.0,1600.0,1.0,1615,SHACKET GENTS
70021,249506,XL,ORIGINAL,2 POCKET,1700.0,1600.0,1.0,1615,SHACKET GENTS
70022,249506,2XL,ORIGINAL,2 POCKET,1700.0,1600.0,1.0,1615,SHACKET GENTS
70023,249506,2XL,ORIGINAL,2 POCKET,1700.0,1600.0,1.0,1615,SHACKET GENTS
70024,249506,2XL,ORIGINAL,2 POCKET,1700.0,1600.0,1.0,1615,SHACKET GENTS
70025,249506,2XL,ORIGINAL,2 POCKET,1700.0,1600.0,1.0,1615,SHACKET GENTS
70027,243704,L,OUTDOOR,4 POCKET,1550.0,1450.0,1.0,1541,JACKET GENTS
70031,243704,L,OUTDOOR,4 POCKET,1550.0,1450.0,1.0,1541,JACKET GENTS
70034,243704,XL,OUTDOOR,4 POCKET,1550.0,1450.0,1.0,1541,JACKET GENTS
70036,243704,XL,OUTDOOR,4 POCKET,1550.0,1450.0,1.0,1541,JACKET GENTS
70046,249547,L,GUCCI,ZIP,1200.0,1100.0,1.0,1615,SHACKET GENTS
70050,249548,L,BURBERRY,ZIP,1100.0,1000.0,1.0,1615,SHACKET GENTS
70051,249548,L,BURBERRY,ZIP,1100.0,1000.0,1.0,1615,SHACKET GENTS
70052,249548,L,BURBERRY,ZIP,1100.0,1000.0,1.0,1615,SHACKET GENTS
70053,249548,L,BURBERRY,ZIP,1100.0,1000.0,1.0,1615,SHACKET GENTS
70054,249548,XL,BURBERRY,ZIP,1100.0,1000.0,1.0,1615,SHACKET GENTS
70055,249548,XL,BURBERRY,ZIP,1100.0,1000.0,1.0,1615,SHACKET GENTS
70056,249548,XL,BURBERRY,ZIP,1100.0,1000.0,1.0,1615,SHACKET GENTS
70057,249548,XL,BURBERRY,ZIP,1100.0,1000.0,1.0,1615,SHACKET GENTS
70058,249548,2XL,BURBERRY,ZIP,1100.0,1000.0,1.0,1615,SHACKET GENTS
70059,249548,2XL,BURBERRY,ZIP,1100.0,1000.0,1.0,1615,SHACKET GENTS
70061,249548,2XL,BURBERRY,ZIP,1100.0,1000.0,1.0,1615,SHACKET GENTS
70063,244406,M,LEUFORT,REVERSIBLE,1400.0,1300.0,1.0,1541,JACKET GENTS
70065,244406,L,LEUFORT,REVERSIBLE,1400.0,1300.0,1.0,1541,JACKET GENTS
70069,244406,XL,LEUFORT,REVERSIBLE,1400.0,1300.0,1.0,1541,JACKET GENTS
70072,234002/8,3XL,LEUFORT,FELT,1750.0,1650.0,1.0,1541,JACKET GENTS
70074,234002/8,3XL,LEUFORT,FELT,1750.0,1650.0,1.0,1541,JACKET GENTS
70078,234002/8,3XL,LEUFORT,FELT,1750.0,1650.0,1.0,1541,JACKET GENTS
70079,234002/9,M,LEUFORT,FELT,1300.0,1200.0,1.0,1541,JACKET GENTS
70080,234002/9,M,LEUFORT,FELT,1300.0,1200.0,1.0,1541,JACKET GENTS
70081,234002/9,L,LEUFORT,FELT,1300.0,1200.0,1.0,1541,JACKET GENTS
70082,234002/9,L,LEUFORT,FELT,1300.0,1200.0,1.0,1541,JACKET GENTS
70087,234002/9,2XL,LEUFORT,FELT,1300.0,1200.0,1.0,1541,JACKET GENTS
70099,244119,L,LEUFORT,REVERSIBLE,1100.0,1000.0,1.0,1622,JACKET GENTS H/S
70101,244119,L,LEUFORT,REVERSIBLE,1100.0,1000.0,1.0,1622,JACKET GENTS H/S
70102,244119,XL,LEUFORT,REVERSIBLE,1100.0,1000.0,1.0,1622,JACKET GENTS H/S
70108,235002,M,LEUFORT,WASHING,1150.0,1050.0,1.0,1622,JACKET GENTS H/S
70110,235002,M,LEUFORT,WASHING,1150.0,1050.0,1.0,1622,JACKET GENTS H/S
70111,235002,L,LEUFORT,WASHING,1150.0,1050.0,1.0,1622,JACKET GENTS H/S
70112,235002,L,LEUFORT,WASHING,1150.0,1050.0,1.0,1622,JACKET GENTS H/S
70113,235002,L,LEUFORT,WASHING,1150.0,1050.0,1.0,1622,JACKET GENTS H/S
70114,235002,L,LEUFORT,WASHING,1150.0,1050.0,1.0,1622,JACKET GENTS H/S
70115,235002,XL,LEUFORT,WASHING,1150.0,1050.0,1.0,1622,JACKET GENTS H/S
70117,235002,XL,LEUFORT,WASHING,1150.0,1050.0,1.0,1622,JACKET GENTS H/S
70118,235002,XL,LEUFORT,WASHING,1150.0,1050.0,1.0,1622,JACKET GENTS H/S
70128,232109,2XL,LEUFORT,,800.0,700.0,1.0,1541,JACKET GENTS
70129,232109,2XL,LEUFORT,,800.0,700.0,1.0,1541,JACKET GENTS
70131,232109,L,LEUFORT,,800.0,700.0,1.0,1541,JACKET GENTS
70136,232109,XL,LEUFORT,,800.0,700.0,1.0,1541,JACKET GENTS
70138,232109,XL,LEUFORT,,800.0,700.0,1.0,1541,JACKET GENTS
70141,249520,L,LACOSTA,ZIP,1150.0,1050.0,1.0,1615,SHACKET GENTS
70143,249520,XL,LACOSTA,ZIP,1150.0,1050.0,1.0,1615,SHACKET GENTS
70148,243707,L,COLUMBIA,4 POCKET,1400.0,1300.0,1.0,1541,JACKET GENTS
70167,3000/8,M,PARIS,,1050.0,950.0,1.0,1332,SHIRT GENTS PARIS
70169,3000/8,XL,PARIS,,1050.0,950.0,1.0,1332,SHIRT GENTS PARIS
70182,3000/5,M,PARIS,,1050.0,950.0,1.0,1332,SHIRT GENTS PARIS
70184,3000/5,XL,PARIS,,1050.0,950.0,1.0,1332,SHIRT GENTS PARIS
70188,3000/10,XL,PARIS,,1050.0,950.0,1.0,1332,SHIRT GENTS PARIS
70189,2073/1,M,PARIS,,900.0,810.0,1.0,1332,SHIRT GENTS PARIS
70192,2073/10,M,PARIS,,900.0,810.0,1.0,1332,SHIRT GENTS PARIS
70194,2073/10,XL,PARIS,,900.0,810.0,1.0,1332,SHIRT GENTS PARIS
70228,1009,FREE,CHINA,HAIR,850.0,750.0,1.0,1526,TOP LADIES W/N
70235,1010,FREE,CHINA,HAIR,1000.0,900.0,1.0,1526,TOP LADIES W/N
70242,2001,FREE,MI,BLACK,900.0,800.0,1.0,1536,DENIM JACKET LADIES
70245,2004,FREE,MI,GREY,900.0,800.0,1.0,1536,DENIM JACKET LADIES
70277,36,FREE,COMFORT,PLAIN,529.0,300.0,1.0,1275,COMFORT PENT
70278,36,FREE,COMFORT,PLAIN,529.0,300.0,1.0,1275,COMFORT PENT
70284,205,FREE,COMFORT,PLAIN,529.0,300.0,1.0,1275,COMFORT PENT
70285,9291,26,US POLO,NS,1000.0,900.0,1.0,1599,TRACK SUIT BOYS NS
70286,9291,26,US POLO,NS,1000.0,900.0,1.0,1599,TRACK SUIT BOYS NS
70289,9291,28,US POLO,NS,1000.0,900.0,1.0,1599,TRACK SUIT BOYS NS
70292,9291,28,US POLO,NS,1000.0,900.0,1.0,1599,TRACK SUIT BOYS NS
70293,9291,30,US POLO,NS,1000.0,900.0,1.0,1599,TRACK SUIT BOYS NS
70296,9291,30,US POLO,NS,1000.0,900.0,1.0,1599,TRACK SUIT BOYS NS
70298,9311,32,US POLO,NS,1050.0,950.0,1.0,1599,TRACK SUIT BOYS NS
70300,9311,32,US POLO,NS,1050.0,950.0,1.0,1599,TRACK SUIT BOYS NS
70302,9311,34,US POLO,NS,1050.0,950.0,1.0,1599,TRACK SUIT BOYS NS
70316,246006C,2XL,MONCLER,BLUE PU,1850.0,1750.0,1.0,1535,COAT FLOPPY GENTS
70336,246023,L,US POLO,SKIN PU,1850.0,1750.0,1.0,1535,COAT FLOPPY GENTS
70337,246023,XL,US POLO,SKIN PU,1850.0,1750.0,1.0,1535,COAT FLOPPY GENTS
70344,949531,L,LACOSTE,HALF ZIP,1000.0,900.0,1.0,1615,SHACKET GENTS
70345,949531,XL,LACOSTE,HALF ZIP,1000.0,900.0,1.0,1615,SHACKET GENTS
70368,WHITE H/S,90,LUX,HALF,439.0,350.0,1.0,1626,THERMAL VEST LADIES
70390,201203,2XL,PEHNAVA,,1500.0,1400.0,1.0,1262,ANARKALI
70398,201204,L,PEHNAVA,,1800.0,1700.0,1.0,1298,KURTI SET
70402,201205,2XL,PEHNAVA,,1650.0,1550.0,1.0,1298,KURTI SET
70405,201206,2XL,PEHNAVA,,1650.0,1550.0,1.0,1298,KURTI SET
70406,CHARCOAL V/N,85,LUX,VN,548.0,350.0,1.0,1531,THERMAL VEST GENTS
70423,CHARCOAL R/N,100,LUX,RN,581.0,350.0,1.0,1531,THERMAL VEST GENTS
70426,WHITE V/N,100,LUX,VN,564.0,350.0,1.0,1531,THERMAL VEST GENTS
70427,WHITE V/N,100,LUX,VN,564.0,350.0,1.0,1531,THERMAL VEST GENTS
70430,WHITE V/N,100,LUX,VN,564.0,350.0,1.0,1531,THERMAL VEST GENTS
70431,CHARCOAL 3/4,85,LUX,3/4,523.0,350.0,1.0,1626,THERMAL VEST LADIES
70433,CHARCOAL 3/4,85,LUX,3/4,523.0,350.0,1.0,1626,THERMAL VEST LADIES
70436,CHARCOAL,80,LUX,PAJAMI,473.0,350.0,1.0,1627,THERMAL LOWER LADIES
70439,CHARCOAL,80,LUX,PAJAMI,473.0,350.0,1.0,1627,THERMAL LOWER LADIES
70447,WHITE,80,LUX,PAJAMI,456.0,350.0,1.0,1627,THERMAL LOWER LADIES
70448,WHITE,80,LUX,PAJAMI,456.0,350.0,1.0,1627,THERMAL LOWER LADIES
70449,WHITE,80,LUX,PAJAMI,456.0,350.0,1.0,1627,THERMAL LOWER LADIES
70456,BLACK R/N,85,LUX,PREMIUM,648.0,450.0,1.0,1531,THERMAL VEST GENTS
70459,BLACK R/N,85,LUX,PREMIUM,648.0,450.0,1.0,1531,THERMAL VEST GENTS
70464,BLACK R/N,90,LUX,PREMIUM,648.0,450.0,1.0,1531,THERMAL VEST GENTS
70467,BLACK,M,HM,FOLD,350.0,250.0,1.0,1584,HIGH NECK GENTS
70468,BLACK,M,HM,FOLD,350.0,250.0,1.0,1584,HIGH NECK GENTS
70471,BLACK,L,HM,FOLD,350.0,250.0,1.0,1584,HIGH NECK GENTS
70472,BLACK,XL,HM,FOLD,350.0,250.0,1.0,1584,HIGH NECK GENTS
70475,WHITE,M,HM,FOLD,350.0,250.0,1.0,1584,HIGH NECK GENTS
70476,WHITE,M,HM,FOLD,350.0,250.0,1.0,1584,HIGH NECK GENTS
70478,WHITE,L,HM,FOLD,350.0,250.0,1.0,1584,HIGH NECK GENTS
70480,WHITE,L,HM,FOLD,350.0,250.0,1.0,1584,HIGH NECK GENTS
70482,WHITE,XL,HM,FOLD,350.0,250.0,1.0,1584,HIGH NECK GENTS
70485,903,34,FRESH SPORTS,CORDROY,1140.0,1040.0,1.0,1545,HUDDY BOYS
70486,903,36,FRESH SPORTS,CORDROY,1140.0,1040.0,1.0,1545,HUDDY BOYS
70488,11004,32,LAVISH,TENSIL,900.0,800.0,1.0,1545,HUDDY BOYS
70489,11004,36,LAVISH,TENSIL,900.0,800.0,1.0,1545,HUDDY BOYS
70513,BUTTON,XL,F-10,CREAM,1570.0,1470.0,1.0,1541,JACKET GENTS
70514,ZIP,2XL,F-10,CREAM,1570.0,1470.0,1.0,1541,JACKET GENTS
70518,203,36,OYE BUBBLY,HAIR,520.0,420.0,1.0,1515,TOP GIRLS WINTER
70520,203,36,OYE BUBBLY,HAIR,520.0,420.0,1.0,1515,TOP GIRLS WINTER
70521,203,36,OYE BUBBLY,HAIR,520.0,420.0,1.0,1515,TOP GIRLS WINTER
70522,203,36,OYE BUBBLY,HAIR,520.0,420.0,1.0,1515,TOP GIRLS WINTER
70523,5310,20,LITTLE BABES,HAIR,420.0,320.0,1.0,1515,TOP GIRLS WINTER
70524,5310,20,LITTLE BABES,HAIR,420.0,320.0,1.0,1515,TOP GIRLS WINTER
70527,5310,24,LITTLE BABES,HAIR,420.0,320.0,1.0,1515,TOP GIRLS WINTER
70528,5310,24,LITTLE BABES,HAIR,420.0,320.0,1.0,1515,TOP GIRLS WINTER
70534,904,30,BASIC CLUB,HAIR,1220.0,1120.0,1.0,1533,JACKET GIRLS
70535,625,26,BASIC CLUB,HAIR,980.0,880.0,1.0,1533,JACKET GIRLS
70537,625,24,BASIC CLUB,HAIR,980.0,880.0,1.0,1533,JACKET GIRLS
70544,905,26,BASIC CLUB,HAIR,1220.0,1120.0,1.0,1533,JACKET GIRLS
70545,905,28,BASIC CLUB,HAIR,1220.0,1120.0,1.0,1533,JACKET GIRLS
70549,2104,30,BLACK HARRY,NS,1010.0,910.0,1.0,1592,JACKET BOYS
70552,2104,32,BLACK HARRY,NS,1010.0,910.0,1.0,1592,JACKET BOYS
70553,2104,32,BLACK HARRY,NS,1010.0,910.0,1.0,1592,JACKET BOYS
70563,2148,32,BLACK HARRY,NS,1040.0,940.0,1.0,1592,JACKET BOYS
70564,2148,34,BLACK HARRY,NS,1040.0,940.0,1.0,1592,JACKET BOYS
70574,255331,26,OZZY,LIGHT GREY,1250.0,1150.0,1.0,1544,COAT FLOPPY BOYS
70578,1105,34,MISS GLARE,HAIR,480.0,380.0,1.0,1515,TOP GIRLS WINTER
70583,1105,20,MISS GLARE,HAIR,400.0,300.0,1.0,1515,TOP GIRLS WINTER
70585,1105,20,MISS GLARE,HAIR,400.0,300.0,1.0,1515,TOP GIRLS WINTER
70588,1105,22,MISS GLARE,HAIR,400.0,300.0,1.0,1515,TOP GIRLS WINTER
70590,1105,24,MISS GLARE,HAIR,400.0,300.0,1.0,1515,TOP GIRLS WINTER
70591,1105,24,MISS GLARE,HAIR,400.0,300.0,1.0,1515,TOP GIRLS WINTER
70592,573,28,PINK CASTLE,HAIR,500.0,400.0,1.0,1515,TOP GIRLS WINTER
70593,573,28,PINK CASTLE,HAIR,500.0,400.0,1.0,1515,TOP GIRLS WINTER
70596,573,32,PINK CASTLE,HAIR,500.0,400.0,1.0,1515,TOP GIRLS WINTER
70597,573,32,PINK CASTLE,HAIR,500.0,400.0,1.0,1515,TOP GIRLS WINTER
70598,576,22,PINK CASTLE,HAIR,410.0,310.0,1.0,1515,TOP GIRLS WINTER
70600,576,24,PINK CASTLE,HAIR,410.0,310.0,1.0,1515,TOP GIRLS WINTER
70601,576,24,PINK CASTLE,HAIR,410.0,310.0,1.0,1515,TOP GIRLS WINTER
70602,576,26,PINK CASTLE,HAIR,410.0,310.0,1.0,1515,TOP GIRLS WINTER
70603,576,26,PINK CASTLE,HAIR,410.0,310.0,1.0,1515,TOP GIRLS WINTER
70604,533,22,PINK CASTLE,HAIR,410.0,310.0,1.0,1515,TOP GIRLS WINTER
70605,533,22,PINK CASTLE,HAIR,410.0,310.0,1.0,1515,TOP GIRLS WINTER
70607,533,24,PINK CASTLE,HAIR,410.0,310.0,1.0,1515,TOP GIRLS WINTER
70608,533,26,PINK CASTLE,HAIR,410.0,310.0,1.0,1515,TOP GIRLS WINTER
70609,533,26,PINK CASTLE,HAIR,410.0,310.0,1.0,1515,TOP GIRLS WINTER
70610,5309,26,LITTLE BABES,HAIR,450.0,350.0,1.0,1515,TOP GIRLS WINTER
70611,5309,26,LITTLE BABES,HAIR,450.0,350.0,1.0,1515,TOP GIRLS WINTER
70613,5309,28,LITTLE BABES,HAIR,450.0,350.0,1.0,1515,TOP GIRLS WINTER
70616,1105,26,MISS GLARE,HAIR,440.0,340.0,1.0,1515,TOP GIRLS WINTER
70617,1105,26,MISS GLARE,HAIR,440.0,340.0,1.0,1515,TOP GIRLS WINTER
70618,1105,26,MISS GLARE,HAIR,440.0,340.0,1.0,1515,TOP GIRLS WINTER
70628,13001 B,24,KIDS VILLE,BLACK,370.0,270.0,1.0,1588,HIGH NECK GIRLS
70630,13001 B,26,KIDS VILLE,BLACK,370.0,270.0,1.0,1588,HIGH NECK GIRLS
70632,13001 B,28,KIDS VILLE,BLACK,370.0,270.0,1.0,1588,HIGH NECK GIRLS
70634,15001 W,36,KIDS VILLE,WHITE,420.0,320.0,1.0,1588,HIGH NECK GIRLS
70635,15001 W,36,KIDS VILLE,WHITE,420.0,320.0,1.0,1588,HIGH NECK GIRLS
70636,15001 W,36,KIDS VILLE,WHITE,420.0,320.0,1.0,1588,HIGH NECK GIRLS
70637,15001 W,36,KIDS VILLE,WHITE,420.0,320.0,1.0,1588,HIGH NECK GIRLS
70638,15001 W,36,KIDS VILLE,WHITE,420.0,320.0,1.0,1588,HIGH NECK GIRLS
70639,15001 W,36,KIDS VILLE,WHITE,420.0,320.0,1.0,1588,HIGH NECK GIRLS
70640,15001 B,36,KIDS VILLE,BLACK,420.0,320.0,1.0,1588,HIGH NECK GIRLS
70646,14001 W,30,KIDS VILLE,WHITE,400.0,300.0,1.0,1588,HIGH NECK GIRLS
70648,14001 W,32,KIDS VILLE,WHITE,400.0,300.0,1.0,1588,HIGH NECK GIRLS
70657,14001 B,34,KIDS VILLE,BLACK,400.0,300.0,1.0,1588,HIGH NECK GIRLS
70660,12001 B,20,KIDS VILLE,BLACK,340.0,240.0,1.0,1588,HIGH NECK GIRLS
70663,12001 B,22,KIDS VILLE,BLACK,340.0,240.0,1.0,1588,HIGH NECK GIRLS
70675,PINK,FREE,BUBBLE,TWEET,940.0,840.0,1.0,1501,CARDIGAN SHORT
70676,PINK,FREE,BUBBLE,TWEET,940.0,840.0,1.0,1501,CARDIGAN SHORT
70679,728,40,VIPIN,SELF,1400.0,1300.0,1.0,1296,KURTA SET GENTS
70687,725,42,VIPIN,SELF,1450.0,1350.0,1.0,1296,KURTA SET GENTS
70688,725,42,VIPIN,SELF,1450.0,1350.0,1.0,1296,KURTA SET GENTS
70714,JOGGER B,32,SMARTY,BLACK,900.0,800.0,1.0,1289,JEANS GENTS JOGGER
70715,JOGGER B,34,SMARTY,BLACK,900.0,800.0,1.0,1289,JEANS GENTS JOGGER
70716,JOGGER B,34,SMARTY,BLACK,900.0,800.0,1.0,1289,JEANS GENTS JOGGER
70718,JOGGER B,36,SMARTY,BLACK,900.0,800.0,1.0,1289,JEANS GENTS JOGGER
70744,1010,28,ICON,PLAIN,1260.0,1010.0,1.0,1276,COTTON JOGGER GENTS
70746,1010,28,ICON,PLAIN,1260.0,1010.0,1.0,1276,COTTON JOGGER GENTS
70748,1010,28,ICON,PLAIN,1260.0,1010.0,1.0,1276,COTTON JOGGER GENTS
70755,1010,32,ICON,PLAIN,1260.0,1010.0,1.0,1276,COTTON JOGGER GENTS
70767,1010,36,ICON,PLAIN,1260.0,1010.0,1.0,1276,COTTON JOGGER GENTS
70782,STRAIGHT,28,FLOGUS,SLUB,900.0,800.0,1.0,1290,JEANS GENTS STRAIGHT
70820,WHITE,M,BUFF,WHITE,500.0,400.0,1.0,1584,HIGH NECK GENTS
70821,WHITE,M,BUFF,WHITE,500.0,400.0,1.0,1584,HIGH NECK GENTS
70823,WHITE,M,BUFF,WHITE,500.0,400.0,1.0,1584,HIGH NECK GENTS
70825,WHITE,L,BUFF,WHITE,500.0,400.0,1.0,1584,HIGH NECK GENTS
70827,WHITE,L,BUFF,WHITE,500.0,400.0,1.0,1584,HIGH NECK GENTS
70828,WHITE,L,BUFF,WHITE,500.0,400.0,1.0,1584,HIGH NECK GENTS
70829,WHITE,L,BUFF,WHITE,500.0,400.0,1.0,1584,HIGH NECK GENTS
70832,WHITE,XL,BUFF,WHITE,500.0,400.0,1.0,1584,HIGH NECK GENTS
70833,WHITE,XL,BUFF,WHITE,500.0,400.0,1.0,1584,HIGH NECK GENTS
70852,BLACK,XL,BUFF,BLACK,500.0,400.0,1.0,1584,HIGH NECK GENTS
70855,1001,M,YXB,VELVET,1050.0,950.0,1.0,1548,SWEATER GENTS
70856,1001,M,YXB,VELVET,1050.0,950.0,1.0,1548,SWEATER GENTS
70859,1001,L,YXB,VELVET,1050.0,950.0,1.0,1548,SWEATER GENTS
70861,1001,XL,YXB,VELVET,1050.0,950.0,1.0,1548,SWEATER GENTS
70862,1001,XL,YXB,VELVET,1050.0,950.0,1.0,1548,SWEATER GENTS
70863,1001,XL,YXB,VELVET,1050.0,950.0,1.0,1548,SWEATER GENTS
70868,1002,L,YXB,VELVET,1050.0,950.0,1.0,1548,SWEATER GENTS
70869,1002,XL,YXB,VELVET,1050.0,950.0,1.0,1548,SWEATER GENTS
70871,1002,XL,YXB,VELVET,1050.0,950.0,1.0,1548,SWEATER GENTS
70875,1002,FREE,MI,FREE,550.0,450.0,1.0,1345,TOP LADIES
70884,1005,FREE,MI,FREE,550.0,450.0,1.0,1345,TOP LADIES
70885,1005,FREE,MI,FREE,550.0,450.0,1.0,1345,TOP LADIES
70886,1005,FREE,MI,FREE,550.0,450.0,1.0,1345,TOP LADIES
70896,1009,FREE,MI,FREE,550.0,450.0,1.0,1345,TOP LADIES
70899,1010,FREE,MI,FREE,550.0,450.0,1.0,1345,TOP LADIES
70919,LEMON,XL,AUSTIN,SEQUENCE,900.0,800.0,1.0,1293,KURTA GENTS
70932,WINE,M,AUSTIN,SEQUENCE,950.0,850.0,1.0,1293,KURTA GENTS
70936,N BLUE,L,AUSTIN,SEQUENCE,950.0,850.0,1.0,1293,KURTA GENTS
70942,BLACK,L,AUSTIN,SEQUENCE,1050.0,950.0,1.0,1293,KURTA GENTS
70945,7199,M,AUSTIN,WHITE,600.0,500.0,1.0,1295,KURTA PENT
70946,7199,M,AUSTIN,WHITE,600.0,500.0,1.0,1295,KURTA PENT
70949,7199,M,AUSTIN,WHITE,600.0,500.0,1.0,1295,KURTA PENT
70962,YELLOW,2XL,AUSTIN,SEQUENCE,950.0,850.0,1.0,1293,KURTA GENTS
70966,YELLOW,2XL,AUSTIN,SEQUENCE,1050.0,950.0,1.0,1293,KURTA GENTS
70973,MAGIC,42,MAC MOUNT,YELLOW,910.0,650.0,1.0,1296,KURTA SET GENTS
70974,MAGIC,42,MAC MOUNT,YELLOW,910.0,650.0,1.0,1296,KURTA SET GENTS
70996,8101,42,MAC MOUNT,BLACK,900.0,630.0,1.0,1428,MODI JACKET GENTS
710005,3017,32,SOCIAL,,1250.0,1000.0,1.0,1278,FORMAL GENTS
710014,3017,30,SOCIAL,,1250.0,1000.0,1.0,1278,FORMAL GENTS
710016,3017,30,SOCIAL,,1250.0,1000.0,1.0,1278,FORMAL GENTS
710018,3000,34,SOCIAL,,1250.0,1000.0,1.0,1278,FORMAL GENTS
710022,3054,34,SOCIAL,,1150.0,920.0,1.0,1278,FORMAL GENTS
710027,3024,34,SOCIAL,,1200.0,960.0,1.0,1278,FORMAL GENTS
710029,3024,30,SOCIAL,,1200.0,960.0,1.0,1278,FORMAL GENTS
71003,8102,34,MAC MOUNT,BLACK,950.0,665.0,1.0,1428,MODI JACKET GENTS
710030,3024,36,SOCIAL,,1200.0,960.0,1.0,1278,FORMAL GENTS
710033,3001,FREE,CHINA,,850.0,750.0,1.0,1526,TOP LADIES W/N
710051,3006,FREE,CHINA,,700.0,600.0,1.0,1526,TOP LADIES W/N
710052,3006,FREE,CHINA,,700.0,600.0,1.0,1526,TOP LADIES W/N
710062,13078/16,M,PUMA,,850.0,750.0,1.0,1541,JACKET GENTS
710064,13078/16,L,PUMA,,850.0,750.0,1.0,1541,JACKET GENTS
710066,13078/16,L,PUMA,,850.0,750.0,1.0,1541,JACKET GENTS
710070,13078/16,XL,PUMA,,850.0,750.0,1.0,1541,JACKET GENTS
710071,13078/16,XL,PUMA,,850.0,750.0,1.0,1541,JACKET GENTS
710074,7516/17,L,ADIDAS,,1200.0,1100.0,1.0,1541,JACKET GENTS
710081,2007/19,M,BURBURRY,,1300.0,1200.0,1.0,1541,JACKET GENTS
710082,2007/19,M,BURBURRY,,1300.0,1200.0,1.0,1541,JACKET GENTS
710089,8877/21,M,GAHIL,,1300.0,1200.0,1.0,1541,JACKET GENTS
710092,8877/21,L,GAHIL,,1300.0,1200.0,1.0,1541,JACKET GENTS
710094,8877/21,L,GAHIL,,1300.0,1200.0,1.0,1541,JACKET GENTS
710098,8877/21,L,GAHIL,,1300.0,1200.0,1.0,1541,JACKET GENTS
